index,split,gated_image,depth_image,class_ids,class_names,models,positions
247,train,train/gated_range_view/0247_c0+3_moving_vessel+survey_boat.png,train/depth_camera_rgb/0247_c0+3_moving_vessel+survey_boat.png,0+3,moving_vessel+fishing_boat,moving_vessel+survey_boat,"moving_vessel:16.71,-3.10,0.42,2.36;survey_boat:39.40,0.45,0.36,1.33"
248,train,train/gated_range_view/0248_c3+1_small_fishing_boat+service_boat.png,train/depth_camera_rgb/0248_c3+1_small_fishing_boat+service_boat.png,3+1,fishing_boat+service_boat,small_fishing_boat+service_boat,"small_fishing_boat:17.69,-0.46,0.34,1.96;service_boat:23.07,1.57,0.38,0.05"
249,train,train/gated_range_view/0249_c1_service_boat.png,train/depth_camera_rgb/0249_c1_service_boat.png,1,service_boat,service_boat,"service_boat:20.41,-0.17,0.38,3.21"
250,val,val/gated_range_view/0250_c3_small_fishing_boat.png,val/depth_camera_rgb/0250_c3_small_fishing_boat.png,3,fishing_boat,small_fishing_boat,"small_fishing_boat:10.23,1.70,0.34,1.99"
251,train,train/gated_range_view/0251_c1+0_service_boat+moving_vessel.png,train/depth_camera_rgb/0251_c1+0_service_boat+moving_vessel.png,1+0,service_boat+moving_vessel,service_boat+moving_vessel,"service_boat:33.73,-2.66,0.38,3.13;moving_vessel:40.96,7.18,0.42,2.52"
252,train,train/gated_range_view/0252_c3_small_fishing_boat.png,train/depth_camera_rgb/0252_c3_small_fishing_boat.png,3,fishing_boat,small_fishing_boat,"small_fishing_boat:13.88,0.50,0.34,-0.29"
253,train,train/gated_range_view/0253_c1_service_boat.png,train/depth_camera_rgb/0253_c1_service_boat.png,1,service_boat,service_boat,"service_boat:19.41,1.57,0.38,-1.59"
254,train,train/gated_range_view/0254_c1+5_service_boat+fishnet_buoy.png,train/depth_camera_rgb/0254_c1+5_service_boat+fishnet_buoy.png,1+5,service_boat+obstacle,service_boat+fishnet_buoy,"service_boat:27.33,-3.42,0.38,-1.61;fishnet_buoy:23.95,0.84,0.30,-1.03"
255,val,val/gated_range_view/0255_c1+2_service_boat+research_platform.png,val/depth_camera_rgb/0255_c1+2_service_boat+research_platform.png,1+2,service_boat+research_platform,service_boat+research_platform,"service_boat:11.18,-1.07,0.38,-0.83;research_platform:31.24,4.90,2.00,-1.02"
256,train,train/gated_range_view/0256_c0_moving_vessel.png,train/depth_camera_rgb/0256_c0_moving_vessel.png,0,moving_vessel,moving_vessel,"moving_vessel:31.05,2.90,0.42,-2.82"
257,train,train/gated_range_view/0257_c3+4_small_fishing_boat+cargo_ship_far.png,train/depth_camera_rgb/0257_c3+4_small_fishing_boat+cargo_ship_far.png,3+4,fishing_boat+ship_far,small_fishing_boat+cargo_ship_far,"small_fishing_boat:10.70,-0.80,0.34,3.21;cargo_ship_far:91.06,2.27,1.05,-1.60"
258,train,train/gated_range_view/0258_c1_service_boat.png,train/depth_camera_rgb/0258_c1_service_boat.png,1,service_boat,service_boat,"service_boat:32.27,1.27,0.38,2.46"
259,train,train/gated_range_view/0259_c0+3_moving_vessel+survey_boat.png,train/depth_camera_rgb/0259_c0+3_moving_vessel+survey_boat.png,0+3,moving_vessel+fishing_boat,moving_vessel+survey_boat,"moving_vessel:26.01,-1.79,0.42,-1.49;survey_boat:22.49,1.33,0.36,2.82"
260,val,val/gated_range_view/0260_c2_research_platform.png,val/depth_camera_rgb/0260_c2_research_platform.png,2,research_platform,research_platform,"research_platform:51.10,-6.92,2.00,3.09"
261,train,train/gated_range_view/0261_c3_survey_boat.png,train/depth_camera_rgb/0261_c3_survey_boat.png,3,fishing_boat,survey_boat,"survey_boat:11.79,-2.31,0.36,1.59"
262,train,train/gated_range_view/0262_c0_moving_vessel.png,train/depth_camera_rgb/0262_c0_moving_vessel.png,0,moving_vessel,moving_vessel,"moving_vessel:33.71,0.78,0.42,0.44"
263,train,train/gated_range_view/0263_c0+1_moving_vessel+service_boat.png,train/depth_camera_rgb/0263_c0+1_moving_vessel+service_boat.png,0+1,moving_vessel+service_boat,moving_vessel+service_boat,"moving_vessel:20.18,-3.86,0.42,-2.03;service_boat:28.77,1.49,0.38,-1.47"
264,train,train/gated_range_view/0264_c2_research_platform.png,train/depth_camera_rgb/0264_c2_research_platform.png,2,research_platform,research_platform,"research_platform:36.46,3.04,2.00,-1.63"
265,val,val/gated_range_view/0265_c2_research_platform.png,val/depth_camera_rgb/0265_c2_research_platform.png,2,research_platform,research_platform,"research_platform:43.15,1.37,2.00,1.86"
266,train,train/gated_range_view/0266_c0_moving_vessel.png,train/depth_camera_rgb/0266_c0_moving_vessel.png,0,moving_vessel,moving_vessel,"moving_vessel:14.32,2.41,0.42,0.24"
267,train,train/gated_range_view/0267_c0+3_moving_vessel+small_fishing_boat.png,train/depth_camera_rgb/0267_c0+3_moving_vessel+small_fishing_boat.png,0+3,moving_vessel+fishing_boat,moving_vessel+small_fishing_boat,"moving_vessel:37.57,-5.88,0.42,3.46;small_fishing_boat:21.58,1.26,0.34,1.58"
268,train,train/gated_range_view/0268_c3_survey_boat.png,train/depth_camera_rgb/0268_c3_survey_boat.png,3,fishing_boat,survey_boat,"survey_boat:31.81,6.82,0.36,3.31"
269,train,train/gated_range_view/0269_c0+3_moving_vessel+small_fishing_boat.png,train/depth_camera_rgb/0269_c0+3_moving_vessel+small_fishing_boat.png,0+3,moving_vessel+fishing_boat,moving_vessel+small_fishing_boat,"moving_vessel:37.99,-5.99,0.42,-0.72;small_fishing_boat:19.20,1.25,0.34,0.22"
270,val,val/gated_range_view/0270_c1+0_service_boat+moving_vessel.png,val/depth_camera_rgb/0270_c1+0_service_boat+moving_vessel.png,1+0,service_boat+moving_vessel,service_boat+moving_vessel,"service_boat:14.69,-0.64,0.38,-1.85;moving_vessel:22.32,3.16,0.42,2.94"
271,train,train/gated_range_view/0271_c0_moving_vessel.png,train/depth_camera_rgb/0271_c0_moving_vessel.png,0,moving_vessel,moving_vessel,"moving_vessel:14.12,-0.01,0.42,2.89"
272,train,train/gated_range_view/0272_c2+3_research_platform+survey_boat.png,train/depth_camera_rgb/0272_c2+3_research_platform+survey_boat.png,2+3,research_platform+fishing_boat,research_platform+survey_boat,"research_platform:34.90,-1.22,2.00,-1.79;survey_boat:43.25,0.51,0.36,-1.37"
273,train,train/gated_range_view/0273_c0+3_moving_vessel+small_fishing_boat.png,train/depth_camera_rgb/0273_c0+3_moving_vessel+small_fishing_boat.png,0+3,moving_vessel+fishing_boat,moving_vessel+small_fishing_boat,"moving_vessel:28.90,-1.19,0.42,-0.17;small_fishing_boat:13.82,1.14,0.34,-0.96"
274,train,train/gated_range_view/0274_c1+0_service_boat+moving_vessel.png,train/depth_camera_rgb/0274_c1+0_service_boat+moving_vessel.png,1+0,service_boat+moving_vessel,service_boat+moving_vessel,"service_boat:34.25,-2.16,0.38,2.98;moving_vessel:28.28,4.01,0.42,0.33"
275,val,val/gated_range_view/0275_c3+1_small_fishing_boat+service_boat.png,val/depth_camera_rgb/0275_c3+1_small_fishing_boat+service_boat.png,3+1,fishing_boat+service_boat,small_fishing_boat+service_boat,"small_fishing_boat:25.23,-2.42,0.34,1.86;service_boat:18.22,1.47,0.38,0.32"
276,train,train/gated_range_view/0276_c1_service_boat.png,train/depth_camera_rgb/0276_c1_service_boat.png,1,service_boat,service_boat,"service_boat:11.41,-1.22,0.38,0.08"
277,train,train/gated_range_view/0277_c1_service_boat.png,train/depth_camera_rgb/0277_c1_service_boat.png,1,service_boat,service_boat,"service_boat:21.75,0.49,0.38,-1.93"
278,train,train/gated_range_view/0278_c2_research_platform.png,train/depth_camera_rgb/0278_c2_research_platform.png,2,research_platform,research_platform,"research_platform:37.12,-6.22,2.00,0.67"
279,train,train/gated_range_view/0279_c0+3_moving_vessel+survey_boat.png,train/depth_camera_rgb/0279_c0+3_moving_vessel+survey_boat.png,0+3,moving_vessel+fishing_boat,moving_vessel+survey_boat,"moving_vessel:33.52,-5.06,0.42,2.67;survey_boat:21.76,3.22,0.36,2.81"
280,val,val/gated_range_view/0280_c0+3_moving_vessel+survey_boat.png,val/depth_camera_rgb/0280_c0+3_moving_vessel+survey_boat.png,0+3,moving_vessel+fishing_boat,moving_vessel+survey_boat,"moving_vessel:10.32,-0.88,0.42,1.66;survey_boat:22.39,1.73,0.36,-0.07"
281,train,train/gated_range_view/0281_c3_survey_boat.png,train/depth_camera_rgb/0281_c3_survey_boat.png,3,fishing_boat,survey_boat,"survey_boat:17.66,0.98,0.36,0.52"
282,train,train/gated_range_view/0282_c0_moving_vessel.png,train/depth_camera_rgb/0282_c0_moving_vessel.png,0,moving_vessel,moving_vessel,"moving_vessel:34.78,3.58,0.42,3.27"
283,train,train/gated_range_view/0283_c1+5_service_boat+fishnet_buoy.png,train/depth_camera_rgb/0283_c1+5_service_boat+fishnet_buoy.png,1+5,service_boat+obstacle,service_boat+fishnet_buoy,"service_boat:29.50,-2.51,0.38,1.73;fishnet_buoy:25.10,2.59,0.30,-2.19"
284,train,train/gated_range_view/0284_c0+2_moving_vessel+research_platform.png,train/depth_camera_rgb/0284_c0+2_moving_vessel+research_platform.png,0+2,moving_vessel+research_platform,moving_vessel+research_platform,"moving_vessel:35.22,-1.96,0.42,1.26;research_platform:28.18,2.32,2.00,-1.56"
285,val,val/gated_range_view/0285_c3_small_fishing_boat.png,val/depth_camera_rgb/0285_c3_small_fishing_boat.png,3,fishing_boat,small_fishing_boat,"small_fishing_boat:25.57,2.29,0.34,1.68"
286,train,train/gated_range_view/0286_c2_research_platform.png,train/depth_camera_rgb/0286_c2_research_platform.png,2,research_platform,research_platform,"research_platform:31.88,-0.52,2.00,-1.73"
287,train,train/gated_range_view/0287_c3_survey_boat.png,train/depth_camera_rgb/0287_c3_survey_boat.png,3,fishing_boat,survey_boat,"survey_boat:21.61,4.64,0.36,1.76"
288,train,train/gated_range_view/0288_c3_survey_boat.png,train/depth_camera_rgb/0288_c3_survey_boat.png,3,fishing_boat,survey_boat,"survey_boat:16.26,-0.96,0.36,-1.28"
289,train,train/gated_range_view/0289_c0+3_moving_vessel+survey_boat.png,train/depth_camera_rgb/0289_c0+3_moving_vessel+survey_boat.png,0+3,moving_vessel+fishing_boat,moving_vessel+survey_boat,"moving_vessel:32.50,-1.95,0.42,-1.52;survey_boat:17.65,1.14,0.36,0.26"
290,val,val/gated_range_view/0290_c1+0_service_boat+moving_vessel.png,val/depth_camera_rgb/0290_c1+0_service_boat+moving_vessel.png,1+0,service_boat+moving_vessel,service_boat+moving_vessel,"service_boat:17.40,-1.43,0.38,-2.85;moving_vessel:42.13,5.41,0.42,-2.58"
291,train,train/gated_range_view/0291_c0_moving_vessel.png,train/depth_camera_rgb/0291_c0_moving_vessel.png,0,moving_vessel,moving_vessel,"moving_vessel:21.70,2.55,0.42,0.61"
292,train,train/gated_range_view/0292_c2_research_platform.png,train/depth_camera_rgb/0292_c2_research_platform.png,2,research_platform,research_platform,"research_platform:45.32,-2.03,2.00,-0.34"
293,train,train/gated_range_view/0293_c3+5_small_fishing_boat+floating_obstacle.png,train/depth_camera_rgb/0293_c3+5_small_fishing_boat+floating_obstacle.png,3+5,fishing_boat+obstacle,small_fishing_boat+floating_obstacle,"small_fishing_boat:22.14,-0.46,0.34,-1.49;floating_obstacle:24.69,2.94,0.24,1.29"
294,train,train/gated_range_view/0294_c4_cargo_ship_far.png,train/depth_camera_rgb/0294_c4_cargo_ship_far.png,4,ship_far,cargo_ship_far,"cargo_ship_far:50.77,-0.73,1.05,0.76"
295,val,val/gated_range_view/0295_c3_survey_boat.png,val/depth_camera_rgb/0295_c3_survey_boat.png,3,fishing_boat,survey_boat,"survey_boat:32.44,-2.62,0.36,2.58"
296,train,train/gated_range_view/0296_c0_moving_vessel.png,train/depth_camera_rgb/0296_c0_moving_vessel.png,0,moving_vessel,moving_vessel,"moving_vessel:30.77,4.72,0.42,0.11"
297,train,train/gated_range_view/0297_c3_survey_boat.png,train/depth_camera_rgb/0297_c3_survey_boat.png,3,fishing_boat,survey_boat,"survey_boat:26.92,1.35,0.36,-1.75"
298,train,train/gated_range_view/0298_c1_service_boat.png,train/depth_camera_rgb/0298_c1_service_boat.png,1,service_boat,service_boat,"service_boat:18.23,1.49,0.38,-1.53"
299,train,train/gated_range_view/0299_c1_service_boat.png,train/depth_camera_rgb/0299_c1_service_boat.png,1,service_boat,service_boat,"service_boat:15.98,1.77,0.38,-0.78"
